postcode,lat,lng,MSOA11CD
TA8 2HN,51.249009,-2.998159,E02006064
TA8 2HP,51.249343,-3.001204,E02006062
TA8 2HQ,51.246573,-3.000198,E02006064
TA8 2HR,51.248593,-3.000964,E02006062
TA8 2HS,51.247578,-3.001409,E02006064
TA8 2HT,51.247693,-3.000566,E02006064
TA8 2HU,51.246978,-2.998029,E02006064
TA8 2HW,51.250021,-3.000193,E02006062
TA8 2HX,51.246708,-2.998545,E02006064
TA8 2HY,51.240731,-2.998143,E02006064
TA8 2HZ,51.2457,-2.99752,E02006064
TA8 2JD,51.256121,-3.002962,E02006062
TA8 2JE,51.255333,-2.999987,E02006062
TA8 2JF,51.256513,-3.002354,E02006062
TA8 2JG,51.25749,-3.003765,E02006062
TA8 2JH,51.258949,-3.005095,E02006062
TA8 2JJ,51.259691,-3.006078,E02006062
TA8 2JL,51.259983,-3.006571,E02006062
TA8 2JN,51.260527,-3.007171,E02006062
TA8 2JP,51.261303,-3.005798,E02006062
TA8 2JQ,51.258756,-3.005578,E02006062
TA8 2JR,51.261772,-3.008252,E02006062
TA8 2JS,51.261351,-3.008086,E02006062
TA8 2JT,51.258817,-3.002699,E02006062
TA8 2JU,51.259235,-2.998443,E02006062
TA8 2JW,51.260702,-3.00618,E02006062
TA8 2JX,51.257797,-3.001493,E02006062
TA8 2JY,51.257947,-3.000316,E02006062
TA8 2JZ,51.256935,-3.000285,E02006062
TA8 2LA,51.256452,-2.999538,E02006062
TA8 2LB,51.256725,-3.000174,E02006062
TA8 2LD,51.257982,-2.999285,E02006062
TA8 2LE,51.255373,-3.001635,E02006062
TA8 2LF,51.257227,-3.001882,E02006062
TA8 2LG,51.256885,-3.004592,E02006062
TA8 2LH,51.255197,-2.998006,E02006062
TA8 2LJ,51.261923,-3.004837,E02006062
TA8 2LL,51.267682,-3.011599,E02006062
TA8 2LN,51.26848,-3.0109,E02006062
TA8 2LQ,51.259732,-3.005434,E02006062
TA8 2LT,51.262288,-3.006788,E02006062
TA8 2LU,51.263755,-3.006152,E02006062
TA8 2LW,51.265687,-3.01144,E02006062
TA8 2LX,51.263349,-3.009935,E02006062
TA8 2LY,51.265578,-3.005289,E02006062
TA8 2LZ,51.262358,-3.008572,E02006062
TA8 2NA,51.262754,-3.008524,E02006062
TA8 2NB,51.264504,-3.006334,E02006062
TA8 2ND,51.264719,-3.00795,E02006062
TA8 2NE,51.264922,-3.010013,E02006062
TA8 2NF,51.265497,-3.010111,E02006062
TA8 2NG,51.264919,-3.010357,E02006062
TA8 2NH,51.267112,-3.008427,E02006062
TA8 2NJ,51.265475,-3.007402,E02006062
TA8 2NL,51.266159,-3.009481,E02006062
TA8 2NN,51.263564,-3.006959,E02006062
TA8 2NQ,51.263561,-3.00781,E02006062
TA8 2NR,51.251128,-3.001062,E02006062
TA8 2NS,51.250926,-3.00002,E02006062
TA8 2NT,51.250732,-2.999019,E02006062
TA8 2NU,51.252205,-3.001343,E02006062
TA8 2NW,51.263556,-3.009373,E02006062
TA8 2NX,51.250191,-2.997669,E02006062
TA8 2NY,51.250892,-2.99928,E02006062
TA8 2NZ,51.247633,-2.997069,E02006064
TA8 2PA,51.246116,-2.995775,E02006064
TA8 2PB,51.252339,-3.000429,E02006062
TA8 2PD,51.251417,-2.999893,E02006062
TA8 2PE,51.251927,-3.002865,E02006062
TA8 2PF,51.250274,-2.99843,E02006062
TA8 2PG,51.251686,-2.998939,E02006062
TA8 2PH,51.25244,-2.997995,E02006062
TA8 2PJ,51.25315,-2.997036,E02006062
TA8 2PL,51.253496,-2.999187,E02006062
TA8 2PN,51.253962,-2.998816,E02006062
TA8 2PP,51.253657,-3.002908,E02006062
TA8 2PQ,51.252299,-2.99717,E02006062
TA8 2PR,51.254238,-3.000765,E02006062
TA8 2PS,51.254646,-3.003001,E02006062
TA8 2PT,51.25557,-3.004893,E02006062
TA8 2PU,51.25551,-3.003444,E02006062
TA8 2PW,51.252943,-3.000227,E02006062
TA8 2PX,51.24949,-2.992802,E02006064
TA8 2PY,51.249444,-2.997142,E02006064
TA8 2PZ,51.246947,-2.997369,E02006064
TA8 2QA,51.251671,-2.995967,E02006062
TA8 2QB,51.251197,-2.995727,E02006062
TA8 2QD,51.250335,-2.995551,E02006064
TA8 2QE,51.250639,-2.994727,E02006062
TA8 2QF,51.250394,-2.99755,E02006062
TA8 2QG,51.245847,-2.994566,E02006064
TA8 2QH,51.249514,-2.995906,E02006064
TA8 2QJ,51.248503,-2.995268,E02006064
TA8 2QL,51.253331,-3.000574,E02006062
TA8 2QN,51.252101,-2.996698,E02006062
TA8 2QP,51.266384,-3.004661,E02006062
TA8 2QQ,51.249125,-2.995067,E02006064
TA8 2QR,51.2693,-3.011649,E02006062
TA8 2QS,51.273064,-3.011682,E02006062
TA8 2QT,51.27516,-3.011003,E02006062
TA8 2QU,51.277414,-3.012415,E02006062
TA8 2QW,51.253624,-2.996854,E02006062
TA8 2QX,51.276631,-3.012455,E02006062
TA8 2QY,51.282868,-3.012456,E02006062
TA8 2QZ,51.282134,-3.012447,E02006062
TA8 2RA,51.284445,-3.012018,E02006062
TA8 2RB,51.28028,-3.01265,E02006062
TA8 2RD,51.287327,-3.012554,E02006062
TA8 2RE,51.288017,-3.011171,E02006062
TA8 2RF,51.289754,-3.012069,E02006062
TA8 2RG,51.267539,-3.009431,E02006062
TA8 2RH,51.289212,-3.012911,E02006062
TA8 2RJ,51.289416,-3.009538,E02006062
TA8 2RL,51.299623,-3.002131,E02006062
TA8 2RN,51.297361,-2.993813,E02006062
TA8 2RP,51.30437,-3.010132,E02006062
TA8 2RQ,51.289287,-3.010984,E02006062
TA8 2RR,51.308739,-3.010242,E02006062
TA8 2RS,51.322668,-3.010699,E02006062
TA8 2RT,51.293285,-3.011954,E02006062
TA8 2RU,51.293147,-3.011671,E02006062
TA8 2RW,51.286953,-2.997854,E02006062
TA8 2RX,51.29251,-3.010509,E02006062
TA8 2RY,51.292541,-3.012145,E02006062
TA8 2RZ,51.292448,-3.012444,E02006062
TA8 2SA,51.294283,-3.008182,E02006062
TA8 2SB,51.252811,-2.996771,E02006062
TA8 2SD,51.297987,-2.997398,E02006062
TA8 2SE,51.293608,-3.010347,E02006062
TA8 2SF,51.297678,-3.010809,E02006062
TA8 2SG,51.300323,-3.00962,E02006062
TA8 2SL,51.248071,-2.991118,E02006062
TA8 2SQ,51.303274,-3.008379,E02006062
TA8 2SR,51.24387,-2.984868,E02006062
TA8 2SS,51.244125,-2.982351,E02006062
TA8 2ST,51.247664,-2.990321,E02006062
TA8 2SU,51.243112,-2.983089,E02006062
TA8 2SX,51.242857,-2.984952,E02006062
TA8 2SY,51.24245,-2.983648,E02006062
TA8 2SZ,51.24301,-2.981239,E02006062
TA8 2TA,51.239607,-2.982814,E02006064
TA8 2TB,51.238799,-2.982611,E02006064
TA8 2TD,51.238409,-2.983003,E02006064
TA8 2TE,51.237709,-2.984006,E02006064
TA8 2TF,51.237809,-2.983764,E02006064
TA8 2TG,51.239563,-2.983701,E02006064
TA8 2TH,51.238663,-2.98384,E02006064
TA8 2TJ,51.238001,-2.984499,E02006064
TA8 2TL,51.239293,-2.984856,E02006064
TA8 2TN,51.238626,-2.986102,E02006064
TA8 2TP,51.239467,-2.984501,E02006064
TA8 2TQ,51.239204,-2.983679,E02006064
TA8 2TR,51.240108,-2.983083,E02006064
TA8 2TS,51.241445,-2.98238,E02006064
TA8 2TT,51.240264,-2.982203,E02006064
TA8 2TU,51.240864,-2.981938,E02006064
TA8 2TW,51.239052,-2.985682,E02006064
TA8 2TX,51.241329,-2.981667,E02006064
TA8 2TY,51.241463,-2.983441,E02006064
TA8 2TZ,51.24207,-2.982909,E02006064
TA8 2UA,51.240886,-2.983615,E02006064
TA8 2UB,51.241053,-2.983045,E02006064
TA8 2UD,51.240411,-2.983418,E02006064
TA8 2UL,51.247562,-2.989574,E02006062
TA8 2UN,51.247347,-2.989498,E02006062
TA8 2UW,51.247238,-2.988536,E02006062
TA8 2WA,51.236879,-2.993318,E02006064
TA8 2WY,51.236879,-2.993318,E02006064
TA8 2WZ,51.236879,-2.993318,E02006064
TA8 2XA,51.236879,-2.993318,E02006064
TA8 2XB,51.236879,-2.993318,E02006064
TA8 2XN,51.236879,-2.993318,E02006064
TA8 2XQ,51.236879,-2.993318,E02006064
TA8 2XY,51.236879,-2.993318,E02006064
TA8 2XZ,51.236879,-2.993318,E02006064
TA8 2YA,51.252811,-2.996771,E02006062
TA8 2YB,51.252811,-2.996771,E02006062
TA8 2YD,51.236879,-2.993318,E02006064
TA8 2YE,51.236879,-2.993318,E02006064
TA8 2YF,51.252333,-2.996832,E02006062
TA8 2YG,51.252101,-2.996698,E02006062
TA8 2YH,51.252101,-2.996698,E02006062
TA8 2YJ,51.236879,-2.993318,E02006064
TA8 2YL,51.252333,-2.996832,E02006062
TA8 2YN,51.252333,-2.996832,E02006062
TA8 2YP,51.236879,-2.993318,E02006064
TA8 2YQ,51.246781,-2.98995,E02006062
TA8 2YR,51.252101,-2.996698,E02006062
TA8 2YS,51.236879,-2.993318,E02006064
TA8 2YT,51.236879,-2.993318,E02006064
TA8 2YU,51.246781,-2.98995,E02006062
TA8 2YW,51.236879,-2.993318,E02006064
TA8 2YX,51.236879,-2.993318,E02006064
TA8 2YY,51.240536,-2.984086,E02006064
TA8 2YZ,51.236879,-2.993318,E02006064
TA8 2ZD,51.252852,-2.997173,E02006062
TA8 2ZE,51.252333,-2.996832,E02006062
TA8 2ZF,51.252333,-2.996832,E02006062
TA8 2ZG,51.289956,-2.98844,E02006062
TA8 2ZH,51.236879,-2.993318,E02006064
TA8 2ZJ,51.236879,-2.993318,E02006064
TA8 2ZL,51.236879,-2.993318,E02006064
TA8 2ZN,51.252811,-2.996771,E02006062
TA8 2ZP,51.236879,-2.993318,E02006064
TA8 2ZQ,51.252333,-2.996832,E02006062
TA8 2ZR,51.236879,-2.993318,E02006064
TA8 2ZS,51.236879,-2.993318,E02006064
TA8 2ZT,51.236879,-2.993318,E02006064
TA8 2ZU,51.236879,-2.993318,E02006064
TA8 2ZW,51.236879,-2.993318,E02006064
TA8 2ZX,51.236879,-2.993318,E02006064
TA8 2ZY,51.236879,-2.993318,E02006064
TA8 9AA,51.236879,-2.993318,E02006064
TA8 9AB,51.236879,-2.993318,E02006064
TA8 9AD,51.236879,-2.993318,E02006064
TA8 9AE,51.236879,-2.993318,E02006064
TA8 9AF,51.236879,-2.993318,E02006064
TA8 9AG,51.236879,-2.993318,E02006064
TA8 9AH,51.236879,-2.993318,E02006064
TA8 9AJ,51.236879,-2.993318,E02006064
TA8 9AL,51.236879,-2.993318,E02006064
TA8 9AN,51.236879,-2.993318,E02006064
TA8 9AP,51.236879,-2.993318,E02006064
TA8 9AR,51.236879,-2.993318,E02006064
TA8 9AS,51.236879,-2.993318,E02006064
TA8 9AT,51.236879,-2.993318,E02006064
TA8 9AU,51.236879,-2.993318,E02006064
TA8 9AW,51.236879,-2.993318,E02006064
TA8 9AX,51.236879,-2.993318,E02006064
TA8 9AZ,51.236879,-2.993318,E02006064
TA8 9BA,51.236879,-2.993318,E02006064
TA8 9BB,51.236879,-2.993318,E02006064
TA8 9BD,51.236879,-2.993318,E02006064
TA8 9BE,51.236879,-2.993318,E02006064
TA8 9BF,51.236879,-2.993318,E02006064
TA8 9BG,51.236879,-2.993318,E02006064
TA8 9BH,51.236879,-2.993318,E02006064
TA8 9BJ,51.236879,-2.993318,E02006064
TA8 9BL,51.236879,-2.993318,E02006064
TA8 9BN,51.236879,-2.993318,E02006064
TA8 9BP,51.236879,-2.993318,E02006064
TA8 9BQ,51.236879,-2.993318,E02006064
TA8 9BS,51.236879,-2.993318,E02006064
TA8 9BT,51.236879,-2.993318,E02006064
TA8 9BU,51.236879,-2.993318,E02006064
TA8 9BX,51.236879,-2.993318,E02006064
TA8 9BY,51.236879,-2.993318,E02006064
TA8 9BZ,51.236879,-2.993318,E02006064
TA8 9DA,51.236879,-2.993318,E02006064
TA8 9DB,51.236879,-2.993318,E02006064
TA8 9DD,51.236879,-2.993318,E02006064
TA8 9DE,51.236879,-2.993318,E02006064
TA8 9DF,51.236874,-2.993327,E02006064
TA8 9DG,51.236879,-2.993318,E02006064
TA8 9DH,51.236879,-2.993318,E02006064
TA8 9DJ,51.236879,-2.993318,E02006064
TA8 9DL,51.236879,-2.993318,E02006064
TA8 9DN,51.236879,-2.993318,E02006064
TA8 9DP,51.236874,-2.993327,E02006064
TA8 9DQ,51.236874,-2.993327,E02006064
TA8 9DR,51.236874,-2.993327,E02006064
TA8 9DS,51.236874,-2.993327,E02006064
TA8 9DT,51.236874,-2.993327,E02006064
TA8 9DU,51.236874,-2.993327,E02006064
TA8 9DW,51.236874,-2.993327,E02006064
TA8 9DX,51.236874,-2.993327,E02006064
TA8 9DY,51.236874,-2.993327,E02006064
TA8 9DZ,51.236874,-2.993327,E02006064
TA8 9EA,51.236874,-2.993327,E02006064
TA8 9EB,51.236874,-2.993327,E02006064
TA8 9ED,51.236874,-2.993327,E02006064
TA8 9EE,51.236874,-2.993327,E02006064
TA8 9EF,51.236874,-2.993327,E02006064
TA8 9EG,51.236874,-2.993327,E02006064
TA8 9EH,51.236874,-2.993327,E02006064
TA8 9EJ,51.236874,-2.993327,E02006064
TA8 9EL,51.236874,-2.993327,E02006064
TA8 9EN,51.236874,-2.993327,E02006064
TA8 9EP,51.236874,-2.993327,E02006064
TA8 9ER,51.236874,-2.993327,E02006064
TA8 9ES,51.236874,-2.993327,E02006064
TA8 9ZZ,0,0,
TA9 3AA,51.223749,-2.972099,E02006065
TA9 3AB,51.223549,-2.972267,E02006065
TA9 3AD,51.22079,-2.975359,E02006065
TA9 3AE,51.220127,-2.975598,E02006065
TA9 3AF,51.221138,-2.975133,E02006065
TA9 3AG,51.222244,-2.974588,E02006065
TA9 3AH,51.223466,-2.971492,E02006065
TA9 3AJ,51.221627,-2.973639,E02006065
TA9 3AL,51.221196,-2.972513,E02006065
TA9 3AN,51.222145,-2.976242,E02006065
TA9 3AP,51.222396,-2.977436,E02006065
TA9 3AQ,51.223299,-2.974209,E02006065
TA9 3AR,51.221127,-2.977524,E02006065
TA9 3AS,51.221351,-2.978135,E02006065
TA9 3AT,51.221652,-2.978208,E02006065
TA9 3AU,51.221413,-2.97879,E02006065
TA9 3AW,51.22141,-2.977086,E02006065
TA9 3AX,51.222318,-2.981921,E02006065
TA9 3AY,51.222657,-2.982697,E02006065
TA9 3AZ,51.222965,-2.981472,E02006065
TA9 3BA,51.223458,-2.981086,E02006065
TA9 3BB,51.22287,-2.980429,E02006065
TA9 3BD,51.222065,-2.980971,E02006065
TA9 3BE,51.236879,-2.993318,E02006064
TA9 3BF,51.236879,-2.993318,E02006064
TA9 3BG,51.236879,-2.993318,E02006064
TA9 3BH,51.223927,-2.981378,E02006065
TA9 3BJ,51.220341,-2.974175,E02006065
TA9 3BL,51.219121,-2.977071,E02006065
TA9 3BN,51.220113,-2.972934,E02006065
TA9 3BP,51.219508,-2.974339,E02006065
TA9 3BQ,51.226566,-2.971223,E02006065
TA9 3BS,51.219018,-2.976467,E02006065
TA9 3BT,51.218984,-2.974147,E02006065
TA9 3BU,51.218984,-2.974147,E02006065
TA9 3BW,51.21938,-2.975654,E02006065
TA9 3BX,51.22202,-2.972407,E02006065
TA9 3BY,51.218846,-2.975013,E02006065
TA9 3BZ,51.2188,-2.974587,E02006065
TA9 3DA,51.219784,-2.975281,E02006065
TA9 3DB,51.21755,-2.981657,E02006065
TA9 3DD,51.219226,-2.977488,E02006065
TA9 3DE,51.217824,-2.979014,E02006065
TA9 3DF,51.21814,-2.979852,E02006065
TA9 3DG,51.217177,-2.985907,E02006066
TA9 3DH,51.219633,-2.979898,E02006065
TA9 3DJ,51.219972,-2.981265,E02006065
TA9 3DL,51.220282,-2.982918,E02006065
TA9 3DN,51.215695,-2.982964,E02006066
TA9 3DP,51.2156,-2.984623,E02006066
TA9 3DQ,51.218143,-2.980625,E02006065
TA9 3DR,51.215001,-2.98586,E02006066
TA9 3DS,51.216166,-2.987446,E02006066
TA9 3DT,51.216784,-2.983946,E02006065
TA9 3DU,51.214868,-2.986759,E02006066
TA9 3DW,51.214444,-2.984154,E02006066
TA9 3DX,51.216777,-2.982629,E02006065
TA9 3EA,51.225203,-2.98098,E02006065
TA9 3EB,51.220564,-2.975455,E02006065
TA9 3ED,51.219658,-2.97419,E02006065
TA9 3EE,51.226963,-2.983424,E02006065
TA9 3EF,51.225462,-2.979592,E02006065
TA9 3EG,51.226159,-2.981196,E02006065
TA9 3EH,51.226463,-2.985656,E02006065
TA9 3EJ,51.227295,-2.986739,E02006065
TA9 3EL,51.221597,-2.979958,E02006065
TA9 3EN,51.225395,-2.981686,E02006065
TA9 3EP,51.224824,-2.983292,E02006065
TA9 3EQ,51.225974,-2.983417,E02006065
TA9 3ER,51.22568,-2.984709,E02006065
TA9 3ES,51.225761,-2.986859,E02006065
TA9 3ET,51.224187,-2.979393,E02006065
TA9 3EU,51.223823,-2.982034,E02006065
TA9 3EW,51.224761,-2.981143,E02006065
TA9 3EX,51.223389,-2.983385,E02006065
TA9 3EY,51.223786,-2.984874,E02006065
TA9 3EZ,51.224436,-2.983499,E02006065
TA9 3FA,51.229547,-2.977129,E02006062
TA9 3FB,51.228742,-2.977146,E02006062
TA9 3FD,51.228588,-2.976808,E02006062
TA9 3FE,51.229642,-2.976048,E02006062
TA9 3FF,51.230169,-2.976927,E02006062
TA9 3FG,51.230535,-2.975637,E02006062
TA9 3FH,51.229083,-2.976165,E02006062
TA9 3FJ,51.229096,-2.976752,E02006062
TA9 3FL,51.23009,-2.975097,E02006062
TA9 3FN,51.230466,-2.97532,E02006062
TA9 3FP,51.229894,-2.975981,E02006062
TA9 3FQ,51.201986,-2.939321,E02006066
TA9 3FR,51.223576,-2.972268,E02006065
TA9 3FS,51.223886,-2.971845,E02006065
TA9 3FT,51.223111,-2.973103,E02006065
TA9 3FU,51.223666,-2.978828,E02006065
TA9 3FW,51.223232,-2.973664,E02006065
TA9 3FX,51.214845,-2.984067,E02006066
TA9 3FY,51.224429,-2.971937,E02006065
TA9 3FZ,51.220254,-2.977605,E02006065
TA9 3GA,51.223561,-2.973026,E02006065
TA9 3GB,51.223744,-2.973226,E02006065
TA9 3GD,51.223877,-2.972326,E02006065
TA9 3GE,51.224007,-2.972873,E02006065
TA9 3GF,51.223767,-2.972596,E02006065
TA9 3GG,51.224453,-2.978768,E02006065
TA9 3GH,51.21989,-2.977588,E02006065
TA9 3GJ,51.220188,-2.977962,E02006065
TA9 3GL,51.224316,-2.977935,E02006065
TA9 3GN,51.223585,-2.97822,E02006065
TA9 3GP,51.224067,-2.978646,E02006065
TA9 3GQ,51.219128,-2.975224,E02006065
TA9 3GR,51.209739,-2.966088,E02006066
TA9 3GS,51.204449,-2.985859,E02006066
TA9 3GT,51.20288,-2.938232,E02006066
TA9 3GU,51.217302,-2.977929,E02006065
TA9 3GW,51.217358,-2.976656,E02006065
TA9 3GX,51.217632,-2.977135,E02006065
TA9 3GY,51.217398,-2.97723,E02006065
TA9 3GZ,51.216688,-2.977172,E02006065
TA9 3HA,51.224733,-2.986684,E02006065
TA9 3HB,51.224692,-2.985137,E02006065
TA9 3HD,51.225627,-2.985696,E02006065
TA9 3HE,51.22318,-2.98467,E02006065
TA9 3HF,51.224982,-2.980025,E02006065
TA9 3HG,51.22019,-2.976731,E02006065
TA9 3HH,51.20496,-2.939597,E02006066
TA9 3HJ,51.221224,-2.979931,E02006065
TA9 3HL,51.22225,-2.975485,E02006065
TA9 3HN,51.220155,-2.976076,E02006065
TA9 3HP,51.221535,-2.975561,E02006065
TA9 3HQ,51.218373,-2.973542,E02006065
TA9 3HR,51.22186,-2.975382,E02006065
TA9 3HS,51.223446,-2.974943,E02006065
TA9 3HT,51.223762,-2.974228,E02006065
TA9 3HU,51.224337,-2.973267,E02006065
TA9 3HW,51.220866,-2.976019,E02006065
TA9 3HX,51.220585,-2.976768,E02006065
TA9 3HY,51.219905,-2.977918,E02006065
TA9 3HZ,51.221182,-2.979047,E02006065
TA9 3JA,51.219905,-2.977918,E02006065
TA9 3JB,51.220871,-2.976463,E02006065
TA9 3JD,51.223071,-2.975679,E02006065
TA9 3JE,51.223179,-2.976799,E02006065
TA9 3JF,51.224531,-2.975849,E02006065
TA9 3JG,51.225727,-2.977483,E02006065
TA9 3JH,51.225139,-2.977394,E02006065
TA9 3JJ,51.224891,-2.972577,E02006065
TA9 3JL,51.225778,-2.973531,E02006065
TA9 3JN,51.225554,-2.974543,E02006065
TA9 3JP,51.226237,-2.974615,E02006065
TA9 3JQ,51.225985,-2.978385,E02006065
TA9 3JR,51.225719,-2.97248,E02006065
TA9 3JS,51.22553,-2.971459,E02006065
TA9 3JT,51.225369,-2.971861,E02006065
TA9 3JU,51.227131,-2.971999,E02006065
TA9 3JW,51.226222,-2.973622,E02006065
TA9 3JX,51.228884,-2.974709,E02006065
TA9 3JY,51.229605,-2.97609,E02006062
TA9 3JZ,51.228094,-2.973461,E02006065
TA9 3LA,51.228145,-2.974879,E02006065
TA9 3LB,51.228528,-2.974243,E02006065
TA9 3LD,51.227585,-2.973555,E02006065
TA9 3LE,51.228536,-2.972195,E02006065
TA9 3LF,51.229134,-2.971707,E02006065
TA9 3LG,51.227975,-2.971539,E02006065
TA9 3LH,51.227417,-2.975952,E02006065
TA9 3LJ,51.226059,-2.975428,E02006065
TA9 3LL,51.226777,-2.974006,E02006065
TA9 3LN,51.227441,-2.975165,E02006065
TA9 3LP,51.22633,-2.977367,E02006065
TA9 3LQ,51.226141,-2.976332,E02006065
TA9 3LR,51.229317,-2.97289,E02006062
TA9 3LS,51.225661,-2.975749,E02006065
TA9 3LT,51.225201,-2.975376,E02006065
TA9 3LU,51.229754,-2.973854,E02006062
TA9 3LW,51.226923,-2.978019,E02006065
TA9 3LX,51.227226,-2.977323,E02006065
TA9 3LY,51.227858,-2.976993,E02006065
TA9 3LZ,51.227732,-2.977525,E02006065
TA9 3NA,51.226487,-2.979642,E02006065
TA9 3NB,51.21612,-2.977389,E02006065
TA9 3ND,51.217093,-2.97814,E02006065
TA9 3NE,51.216553,-2.978286,E02006065
TA9 3NF,51.205258,-2.939474,E02006066
TA9 3NG,51.205978,-2.938725,E02006066
TA9 3NH,51.215841,-2.977326,E02006065
TA9 3NJ,51.200775,-2.981649,E02006066
TA9 3NL,51.196193,-2.979047,E02006066
TA9 3NN,51.199971,-2.977233,E02006066
TA9 3NP,51.194338,-2.961963,E02006066
TA9 3NQ,51.204647,-2.937142,E02006066
TA9 3NR,51.201011,-2.946444,E02006066
TA9 3NS,51.198694,-2.942098,E02006066
TA9 3NT,51.205615,-2.937563,E02006066
TA9 3NU,51.199437,-2.942046,E02006066
TA9 3NW,51.197571,-2.963619,E02006066
TA9 3NX,51.199404,-2.94163,E02006066
TA9 3NY,51.197812,-2.941035,E02006066
TA9 3NZ,51.194759,-2.941659,E02006066
TA9 3PA,51.197813,-2.939904,E02006066
TA9 3PB,51.195767,-2.938851,E02006066
TA9 3PD,51.195106,-2.934931,E02006066
TA9 3PE,51.189389,-2.916528,E02006066
TA9 3PF,51.18321,-2.906684,E02006072
TA9 3PG,51.199128,-2.940689,E02006066
TA9 3PH,51.201596,-2.937424,E02006066
TA9 3PJ,51.201818,-2.942309,E02006066
TA9 3PL,51.203725,-2.938841,E02006066
TA9 3PN,51.203511,-2.939667,E02006066
TA9 3PP,51.203309,-2.938046,E02006066
TA9 3PQ,51.202818,-2.939825,E02006066
TA9 3PR,51.203826,-2.937469,E02006066
TA9 3PS,51.203338,-2.925846,E02006066
TA9 3PT,51.204473,-2.941385,E02006066
TA9 3PU,51.207214,-2.952154,E02006066
TA9 3PW,51.202644,-2.939048,E02006066
TA9 3PX,51.209254,-2.956157,E02006066
TA9 3PY,51.206609,-2.954732,E02006066
TA9 3PZ,51.206002,-2.96339,E02006066
TA9 3QA,51.21268,-2.961625,E02006066
TA9 3QB,51.209047,-2.972062,E02006066
TA9 3QD,51.209978,-2.976849,E02006066
TA9 3QE,51.20994,-2.98297,E02006066
TA9 3QF,51.200655,-2.94147,E02006066
TA9 3QG,51.215848,-3.003647,E02006066
TA9 3QH,51.236879,-2.993318,E02006064
TA9 3QJ,51.220251,-2.978584,E02006065
TA9 3QL,51.220848,-2.97978,E02006065
TA9 3QN,51.211754,-2.984903,E02006066
TA9 3QP,51.220583,-2.980175,E02006065
TA9 3QQ,51.202524,-2.941131,E02006066
TA9 3QR,51.220804,-2.981698,E02006065
TA9 3QS,51.212635,-2.984316,E02006066
TA9 3QT,51.211275,-2.983543,E02006066
TA9 3QU,51.210414,-2.984903,E02006066
TA9 3QW,51.221033,-2.981808,E02006065
TA9 3QX,51.207202,-2.987225,E02006066
TA9 3QY,51.206319,-2.987975,E02006066
TA9 3QZ,51.204814,-2.987804,E02006066
TA9 3RA,51.203199,-2.987937,E02006066
TA9 3RB,51.202759,-2.986343,E02006066
TA9 3RD,51.20396,-2.987786,E02006066
TA9 3RE,51.20374,-2.98676,E02006066
TA9 3RF,51.203712,-2.986306,E02006066
TA9 3RG,51.203582,-2.985211,E02006066
TA9 3RH,51.195244,-2.995528,E02006066
TA9 3RJ,51.202078,-2.995518,E02006066
TA9 3RL,51.203432,-2.990723,E02006066
TA9 3RN,51.204206,-2.994891,E02006066
TA9 3RP,51.205402,-2.995399,E02006066
TA9 3RQ,51.200576,-2.990261,E02006066
TA9 3RR,51.205796,-2.994491,E02006066
TA9 3RS,51.205644,-2.992818,E02006066
TA9 3RT,51.206425,-2.997215,E02006066
TA9 3RU,51.206329,-2.992718,E02006066
TA9 3RW,51.20496,-2.994444,E02006066
TA9 3RX,51.209321,-2.991909,E02006066
TA9 3RY,51.208123,-2.991039,E02006066
TA9 3RZ,51.208028,-2.988956,E02006066
TA9 3SA,51.207886,-2.987722,E02006066
TA9 3SB,51.207073,-2.989151,E02006066
TA9 3SD,51.207286,-2.988482,E02006066
TA9 3SE,51.221407,-2.980623,E02006065
TA9 3SF,51.208206,-2.98707,E02006066
TA9 3SG,51.203337,-2.991365,E02006066
TA9 3SH,51.204575,-2.98788,E02006066
TA9 3SJ,51.203931,-2.990744,E02006066
TA9 3SL,51.204847,-2.989222,E02006066
TA9 3SN,51.221701,-2.982018,E02006065
TA9 3SP,51.221843,-2.983295,E02006065
TA9 3SQ,51.205402,-2.988475,E02006066
TA9 3SR,51.22181,-2.984053,E02006065
TA9 3SS,51.221376,-2.982168,E02006065
TA9 3ST,51.204209,-2.941795,E02006066
TA9 3SU,51.205605,-2.988418,E02006066
TA9 3TE,51.218778,-2.976715,E02006065
TA9 3TF,51.2189,-2.976059,E02006065
TA9 3TG,51.218535,-2.975636,E02006065
TA9 3TH,51.219171,-2.975893,E02006065
TA9 3TJ,51.218879,-2.9754,E02006065
TA9 3TQ,51.219349,-2.976675,E02006065
TA9 3WA,51.236879,-2.993318,E02006064
TA9 3WZ,51.236879,-2.993318,E02006064
TA9 3YA,51.227372,-2.979117,E02006065
TA9 3YB,51.217737,-2.97697,E02006065
TA9 3YD,51.204416,-3.001924,E02006066
TA9 3YE,51.236879,-2.993318,E02006064
TA9 3YH,51.227975,-2.978604,E02006065
TA9 3YN,51.236879,-2.993318,E02006064
TA9 3YP,51.236879,-2.993318,E02006064
TA9 3YQ,51.236879,-2.993318,E02006064
TA9 3YR,51.236879,-2.993318,E02006064
TA9 3YS,51.236879,-2.993318,E02006064
TA9 3YT,51.217737,-2.97697,E02006065
TA9 3YU,51.204416,-3.001924,E02006066
TA9 3YW,51.217737,-2.97697,E02006065
TA9 3YX,51.236879,-2.993318,E02006064
TA9 3YY,51.22734,-2.979221,E02006065
